current_age,gender,yearly_income,per_capita_income,total_debt,credit_score,num_credit_cards,dti_ratio,amount,use_chip,merchant_state,default,predicted_rf,risk_probability,risk_label
57,Male,359347.0,29946,0,746,3,0.0,3169.6,Yes,Telangana,0,0,0.08,Low Risk
70,Female,317771.0,26481,0,800,3,0.0,1905.64,Yes,Madhya Pradesh,0,0,0.11,Low Risk
64,Female,1895675.0,157973,0,638,3,0.0,3013.36,Yes,Maharashtra,1,1,0.96,High Risk
19,Female,348912.0,29076,54591,747,1,0.15646065483560326,407.05,Yes,West Bengal,0,0,0.23,Low Risk
32,Male,842208.0,70184,0,758,4,0.0,3448.63,Yes,Maharashtra,0,0,0.0,Low Risk
33,Male,331576.0,27631,0,504,1,0.0,10619.22,No,Maharashtra,1,1,0.74,High Risk
22,Male,1152632.0,96053,0,561,4,0.0,3206.64,No,Uttar Pradesh,1,1,0.7,High Risk
53,Female,648935.0,54078,227819,754,5,0.3510659773320903,1910.46,Yes,Madhya Pradesh,0,0,0.0,Low Risk
51,Female,754967.0,62914,320109,778,4,0.4240039630871283,2916.8,No,Karnataka,0,0,0.04,Low Risk
55,Female,706516.0,58876,138378,559,3,0.1958596832909658,3378.2,No,Telangana,1,1,0.88,High Risk
56,Female,1846672.0,153889,635366,738,3,0.34406001715518514,3635.73,Yes,Bihar,0,0,0.14,Low Risk
49,Female,514202.0,42850,0,697,3,0.0,2243.75,Yes,Tamil Nadu,0,0,0.14,Low Risk
50,Male,478624.0,39885,0,654,1,0.0,404.99,No,Telangana,0,0,0.07,Low Risk
57,Male,1380217.0,115018,349551,677,2,0.2532580021837146,1519.81,No,Tamil Nadu,0,0,0.08,Low Risk
60,Male,1313346.0,109446,124910,766,3,0.09510821976843878,4666.56,Yes,Telangana,0,0,0.02,Low Risk
39,Male,1271034.0,105920,0,770,2,0.0,2672.36,Yes,Tamil Nadu,0,0,0.16,Low Risk
43,Male,722022.0,60168,586405,694,3,0.8121705432798446,1015.89,No,Gujarat,0,0,0.02,Low Risk
33,Male,641626.0,53469,161472,782,4,0.25166062472530726,654.94,Yes,Delhi,0,0,0.02,Low Risk
21,Female,651360.0,54280,0,782,4,0.0,1323.74,No,Maharashtra,0,0,0.0,Low Risk
24,Female,2027214.0,168934,1069522,560,3,0.5275821891522059,2421.08,Yes,Karnataka,1,1,0.94,High Risk
42,Male,1172056.0,97671,0,567,3,0.0,711.77,No,Maharashtra,1,1,0.91,High Risk
40,Male,1040987.0,86749,0,700,4,0.0,798.0,Yes,Delhi,0,0,0.02,Low Risk
49,Male,907787.0,75649,0,737,5,0.0,3743.76,Yes,Bihar,0,0,0.13,Low Risk
30,Male,713456.0,59455,274264,631,2,0.3844161377856518,383.89,Yes,Maharashtra,1,1,0.76,High Risk
67,Female,571762.0,47647,228683,638,3,0.39996187224754354,2519.34,Yes,Madhya Pradesh,1,1,0.79,High Risk
53,Female,697560.0,58130,235064,691,3,0.336980331441023,1408.45,Yes,Maharashtra,0,0,0.03,Low Risk
67,Female,773466.0,64456,115342,781,4,0.14912355552797407,4125.47,Yes,Gujarat,0,0,0.01,Low Risk
38,Female,690488.0,57541,55083,760,4,0.07977401489960724,4043.7,No,West Bengal,0,0,0.06,Low Risk
41,Male,730568.0,60881,0,797,5,0.0,425.53,Yes,Bihar,0,0,0.03,Low Risk
31,Female,998850.0,83238,25627,749,5,0.025656504980727836,677.01,Yes,Maharashtra,0,0,0.01,Low Risk
65,Male,1241215.0,103435,0,639,4,0.0,619.18,No,Gujarat,1,0,0.35,Low Risk
66,Male,319238.0,26603,0,848,3,0.0,3394.88,No,Maharashtra,0,0,0.08,Low Risk
21,Male,380923.0,31744,0,732,3,0.0,2009.93,Yes,Madhya Pradesh,0,0,0.15,Low Risk
62,Male,772862.0,64405,207790,597,4,0.26885782972898137,1203.4,Yes,West Bengal,1,1,0.8,High Risk
45,Female,771554.0,64296,106302,597,3,0.13777648745259566,3708.82,Yes,Gujarat,1,0,0.05,Low Risk
25,Male,298725.0,24894,0,665,1,0.0,2229.61,No,Karnataka,0,0,0.25,Low Risk
19,Female,713049.0,59421,315841,825,5,0.44294431378488713,5300.5,Yes,Rajasthan,0,0,0.09,Low Risk
48,Male,526270.0,43856,116040,667,3,0.22049518308092805,1630.99,Yes,Madhya Pradesh,0,0,0.13,Low Risk
45,Female,2969990.0,247499,0,770,5,0.0,2378.55,No,West Bengal,0,0,0.01,Low Risk
67,Male,718875.0,59906,239920,815,4,0.3337436967483916,4538.59,No,Madhya Pradesh,0,0,0.03,Low Risk
65,Male,471563.0,39297,231688,659,2,0.4913192934984297,5650.62,Yes,Madhya Pradesh,0,0,0.08,Low Risk
43,Male,263428.0,21952,0,849,1,0.0,2061.82,Yes,Madhya Pradesh,0,0,0.04,Low Risk
35,Male,301197.0,25100,0,683,3,0.0,2348.43,Yes,Madhya Pradesh,0,0,0.03,Low Risk
46,Female,360762.0,30064,0,648,1,0.0,2676.12,Yes,Tamil Nadu,1,0,0.14,Low Risk
33,Male,805443.0,67120,146621,756,4,0.1820377109242988,2523.02,No,Uttar Pradesh,0,0,0.06,Low Risk
69,Female,596661.0,49722,0,761,2,0.0,3315.3,No,Gujarat,0,0,0.05,Low Risk
30,Other,1574849.0,131237,680060,663,3,0.43182552739976976,2165.2,Yes,Telangana,0,0,0.03,Low Risk
51,Male,910364.0,75864,441576,559,3,0.4850543299163851,4466.68,Yes,Madhya Pradesh,1,1,0.78,High Risk
60,Female,443184.0,36932,233076,606,3,0.5259124878154446,8013.6,Yes,Delhi,1,1,0.9,High Risk
39,Male,2482480.0,206873,0,698,4,0.0,349.56,No,Gujarat,0,0,0.04,Low Risk
62,Male,777042.0,64754,83250,668,4,0.10713706595010308,5636.11,Yes,Rajasthan,0,0,0.01,Low Risk
52,Female,576281.0,48023,236965,566,3,0.41119696814574835,2367.35,Yes,Uttar Pradesh,1,1,0.71,High Risk
70,Female,719352.0,59946,128648,600,5,0.17883873263715122,1210.64,No,Maharashtra,1,1,0.76,High Risk
58,Female,554086.0,46174,74879,747,1,0.1351396714589432,2870.51,Yes,Gujarat,0,0,0.07,Low Risk
60,Male,870439.0,72537,0,812,4,0.0,580.25,Yes,Karnataka,0,0,0.16,Low Risk
60,Other,617589.0,51466,0,701,4,0.0,2811.47,Yes,Rajasthan,0,0,0.06,Low Risk
26,Female,692363.0,57697,164261,779,3,0.23724693549481993,6892.77,No,Tamil Nadu,0,0,0.03,Low Risk
28,Male,1410368.0,117531,0,630,3,0.0,911.07,Yes,Telangana,1,1,0.81,High Risk
37,Female,647175.0,53931,0,790,3,0.0,1486.52,No,Rajasthan,0,0,0.04,Low Risk
37,Female,409985.0,34165,0,723,3,0.0,3875.68,Yes,Delhi,0,0,0.03,Low Risk
20,Male,738305.0,61525,233383,759,4,0.316106487156392,4473.22,Yes,Tamil Nadu,0,0,0.02,Low Risk
48,Female,1120666.0,93389,377985,659,4,0.3372860424069259,3954.56,Yes,Maharashtra,0,0,0.02,Low Risk
21,Male,718397.0,59866,33791,659,3,0.04703666635578935,2123.27,Yes,Maharashtra,0,0,0.08,Low Risk
36,Male,867977.0,72331,0,666,3,0.0,2126.91,No,Bihar,0,0,0.01,Low Risk
63,Male,812677.0,67723,478543,773,4,0.5888477217886073,1732.83,Yes,Madhya Pradesh,0,0,0.12,Low Risk
50,Female,278093.0,23174,0,825,1,0.0,3985.64,No,Karnataka,0,0,0.03,Low Risk
25,Male,623931.0,51994,181497,699,3,0.2908927429475375,1395.73,No,Tamil Nadu,0,0,0.1,Low Risk
65,Male,362198.0,30183,0,816,2,0.0,674.0,Yes,Bihar,0,0,0.04,Low Risk
61,Other,632006.0,52667,0,655,2,0.0,2833.01,No,Bihar,0,0,0.07,Low Risk
34,Male,1146040.0,95503,0,862,2,0.0,1488.03,No,Gujarat,0,0,0.1,Low Risk
57,Female,325480.0,27123,78949,759,3,0.2425617549465405,9872.93,No,Gujarat,0,0,0.04,Low Risk
44,Other,754999.0,62917,0,750,2,0.0,1642.36,No,Bihar,0,0,0.14,Low Risk
45,Male,710274.0,59190,0,770,3,0.0,2042.07,Yes,Madhya Pradesh,0,0,0.03,Low Risk
52,Female,658781.0,54898,284533,733,5,0.4319083276536512,2214.29,Yes,Maharashtra,0,0,0.06,Low Risk
22,Male,377334.0,31444,0,707,3,0.0,5795.27,No,Gujarat,0,0,0.03,Low Risk
25,Male,391817.0,32651,0,900,3,0.0,2150.34,Yes,Gujarat,0,0,0.03,Low Risk
35,Female,477658.0,39805,61849,705,1,0.12948385665057427,1522.48,No,Gujarat,0,0,0.04,Low Risk
43,Female,492634.0,41053,0,853,3,0.0,3072.43,No,Rajasthan,0,0,0.08,Low Risk
31,Male,895055.0,74588,0,736,4,0.0,2356.54,Yes,Maharashtra,0,0,0.0,Low Risk
50,Female,1498688.0,124891,0,762,4,0.0,2119.49,No,Maharashtra,0,0,0.02,Low Risk
26,Male,609347.0,50779,134117,705,4,0.22009954918954225,496.08,Yes,Maharashtra,0,0,0.14,Low Risk
67,Female,769857.0,64155,165859,698,4,0.21544130923015573,2406.59,No,Maharashtra,0,0,0.0,Low Risk
47,Female,327381.0,27282,0,650,3,0.0,879.55,Yes,Maharashtra,0,0,0.02,Low Risk
51,Male,1018004.0,84834,144136,691,3,0.1415868699926523,2848.68,Yes,Karnataka,0,0,0.01,Low Risk
49,Male,266837.0,22236,151422,642,3,0.5674700285192833,3992.61,Yes,Maharashtra,1,1,0.89,High Risk
63,Female,753101.0,62758,49779,679,4,0.06609870389230661,6393.64,Yes,Telangana,0,0,0.09,Low Risk
20,Male,522419.0,43535,0,699,2,0.0,878.9,No,Karnataka,0,0,0.12,Low Risk
35,Male,710224.0,59185,148337,675,3,0.20885945842438441,1805.59,No,Maharashtra,0,0,0.0,Low Risk
19,Female,608956.0,50746,188479,710,2,0.30951168885765146,604.72,Yes,Telangana,0,0,0.02,Low Risk
22,Male,858912.0,71576,337245,615,4,0.3926420867329831,5392.44,Yes,Maharashtra,1,1,0.99,High Risk
32,Female,468162.0,39014,0,690,1,0.0,1493.43,Yes,Uttar Pradesh,0,0,0.03,Low Risk
25,Female,452849.0,37737,0,685,2,0.0,3506.8,No,Delhi,0,0,0.03,Low Risk
67,Male,718875.0,59906,239920,815,4,0.3337436967483916,4215.75,Yes,Gujarat,0,0,0.03,Low Risk
26,Female,602802.0,50234,227328,664,3,0.37711885494739567,6270.47,Yes,Rajasthan,0,0,0.06,Low Risk
38,Female,373978.0,31165,0,799,2,0.0,2053.24,Yes,West Bengal,0,0,0.01,Low Risk
27,Female,275582.0,22965,18032,698,3,0.06543243027483653,464.92,Yes,Karnataka,0,0,0.01,Low Risk
51,Female,245451.0,20454,0,634,1,0.0,3821.15,Yes,Gujarat,1,0,0.33,Low Risk
27,Female,892712.0,74393,85098,623,4,0.09532525607362732,4783.96,No,West Bengal,1,1,0.72,High Risk
21,Male,310111.0,25843,123425,617,1,0.3980026506637946,2834.95,Yes,West Bengal,1,1,0.89,High Risk
56,Female,883691.0,73641,267368,771,3,0.3025582471701081,1390.29,Yes,Maharashtra,0,0,0.08,Low Risk
30,Male,1010690.0,84224,165141,704,4,0.16339431477505467,11133.83,No,Telangana,0,0,0.07,Low Risk
40,Female,169719.0,14143,74935,568,1,0.44152393073256385,2380.11,Yes,Uttar Pradesh,1,1,0.59,High Risk
59,Male,616709.0,51392,0,822,3,0.0,1453.0,Yes,Karnataka,0,0,0.05,Low Risk
62,Male,1503073.0,125256,0,722,4,0.0,471.59,Yes,Delhi,0,0,0.07,Low Risk
38,Male,442428.0,36869,24656,589,3,0.05572884175504263,2972.96,Yes,Tamil Nadu,1,1,0.7,High Risk
45,Male,581921.0,48493,334839,693,1,0.5754028467781709,1237.47,Yes,Gujarat,0,0,0.17,Low Risk
68,Male,761497.0,63458,369015,624,2,0.4845915348320479,4020.93,Yes,Uttar Pradesh,1,1,0.85,High Risk
32,Female,617965.0,51497,0,723,4,0.0,1197.42,Yes,Madhya Pradesh,0,0,0.03,Low Risk
56,Female,884869.0,73739,0,593,3,0.0,2955.13,Yes,Maharashtra,1,1,0.87,High Risk
42,Female,1364924.0,113744,0,719,4,0.0,1334.31,Yes,Gujarat,0,0,0.0,Low Risk
63,Male,324053.0,27004,24637,591,3,0.07602768682900636,1889.89,Yes,Delhi,1,1,0.86,High Risk
44,Female,857797.0,71483,0,791,4,0.0,1084.68,No,Uttar Pradesh,0,0,0.04,Low Risk
32,Male,317256.0,26438,69241,702,2,0.21824961545250524,3195.06,Yes,Madhya Pradesh,0,0,0.02,Low Risk
35,Female,2351440.0,195953,0,781,3,0.0,3408.04,Yes,Gujarat,0,0,0.07,Low Risk
24,Female,1880768.0,156731,246625,870,4,0.13112994266172118,5748.42,Yes,Gujarat,0,0,0.0,Low Risk
50,Female,672715.0,56060,0,678,3,0.0,3009.0,Yes,Gujarat,0,0,0.03,Low Risk
31,Female,345009.0,28751,0,690,2,0.0,6967.68,Yes,Maharashtra,0,0,0.05,Low Risk
51,Female,330940.0,27578,91377,769,3,0.27611349489333414,8292.72,Yes,Maharashtra,0,0,0.08,Low Risk
24,Male,452756.0,37730,330177,578,1,0.7292603521543612,1822.2,Yes,Telangana,1,1,0.86,High Risk
59,Female,248255.0,20688,129013,553,1,0.5196793619463858,3700.31,Yes,Karnataka,1,1,0.92,High Risk
46,Male,610340.0,50862,169263,705,4,0.27732575285906214,1304.49,Yes,Gujarat,0,0,0.09,Low Risk
49,Male,325419.0,27118,0,738,2,0.0,4212.82,Yes,Maharashtra,0,0,0.09,Low Risk
39,Female,463644.0,38637,0,662,2,0.0,1176.86,No,Gujarat,0,0,0.08,Low Risk
21,Male,360970.0,30081,72470,767,2,0.20076460647699254,1255.42,Yes,Bihar,0,0,0.05,Low Risk
26,Female,1377329.0,114777,559301,744,3,0.4060765438032598,5234.37,Yes,Telangana,0,0,0.15,Low Risk
47,Male,1069528.0,89127,0,670,4,0.0,1410.37,Yes,Bihar,0,0,0.0,Low Risk
20,Male,550612.0,45884,260038,621,1,0.4722708549759177,2394.63,Yes,Telangana,1,1,0.85,High Risk
31,Male,331383.0,27615,99933,573,2,0.30156344773268395,1580.06,Yes,Madhya Pradesh,1,1,0.68,High Risk
54,Female,1273619.0,106135,157152,687,4,0.12339011902303593,810.83,No,Madhya Pradesh,0,0,0.02,Low Risk
47,Female,319776.0,26648,0,778,3,0.0,5218.51,Yes,Uttar Pradesh,0,0,0.05,Low Risk
22,Male,677602.0,56467,180721,641,4,0.2667067098385188,939.58,Yes,Karnataka,1,1,0.91,High Risk
55,Female,669811.0,55818,0,859,4,0.0,3129.12,Yes,Rajasthan,0,0,0.06,Low Risk
55,Female,393620.0,32802,0,676,3,0.0,2306.2,Yes,Rajasthan,0,0,0.08,Low Risk
39,Female,462478.0,38540,0,825,2,0.0,1823.27,No,Gujarat,0,0,0.03,Low Risk
43,Female,920839.0,76737,304032,568,4,0.33016846593161236,2290.11,Yes,Gujarat,1,1,0.95,High Risk
50,Male,755679.0,62973,0,615,3,0.0,2846.22,No,Karnataka,1,1,0.69,High Risk
63,Male,434537.0,36211,176505,768,2,0.4061909572717628,3758.02,No,Karnataka,0,0,0.02,Low Risk
30,Male,1022670.0,85222,261934,764,3,0.25612758758934945,3658.88,No,Madhya Pradesh,0,0,0.02,Low Risk
53,Female,805949.0,67162,444533,569,3,0.551564677169399,6938.84,Yes,Maharashtra,1,1,0.89,High Risk
45,Male,964460.0,80372,0,776,4,0.0,1256.88,No,Maharashtra,0,0,0.02,Low Risk
24,Female,909942.0,75828,393641,696,4,0.4326000997865798,5795.73,No,West Bengal,0,0,0.07,Low Risk
63,Male,1386383.0,115532,0,677,3,0.0,4170.9,Yes,Rajasthan,0,0,0.02,Low Risk
61,Male,271321.0,22610,126245,616,2,0.46529756266562483,2885.76,Yes,Delhi,1,1,0.89,High Risk
62,Female,256046.0,21337,105725,658,2,0.41291408575021676,3302.46,Yes,Telangana,0,0,0.3,Low Risk
63,Female,766784.0,63899,75198,675,2,0.0980693389533428,3469.84,No,Maharashtra,0,0,0.01,Low Risk
37,Male,150000.0,12500,53286,584,1,0.35524,1347.95,Yes,Delhi,1,1,0.74,High Risk
27,Male,438295.0,36525,0,755,2,0.0,5386.9,Yes,Maharashtra,0,0,0.05,Low Risk
51,Male,344760.0,28730,37686,668,2,0.10931082492168465,3278.8,Yes,Gujarat,0,0,0.01,Low Risk
22,Male,648774.0,54064,0,829,3,0.0,7449.5,Yes,Gujarat,0,0,0.04,Low Risk
58,Female,529337.0,44111,60346,675,1,0.11400298864428521,2394.39,Yes,Rajasthan,0,0,0.08,Low Risk
23,Female,515759.0,42980,145244,790,1,0.2816121483095787,2696.91,Yes,Uttar Pradesh,0,0,0.03,Low Risk
37,Male,820102.0,68342,66180,842,3,0.08069727911893887,4673.84,Yes,Karnataka,0,0,0.06,Low Risk
49,Male,974171.0,81181,295827,693,3,0.30367050548620317,3824.75,Yes,Uttar Pradesh,0,0,0.05,Low Risk
45,Female,794923.0,66244,303744,674,5,0.3821049334338043,2647.73,Yes,Madhya Pradesh,0,0,0.04,Low Risk
37,Male,224347.0,18696,0,737,1,0.0,1459.98,Yes,Maharashtra,0,0,0.05,Low Risk
35,Other,561730.0,46811,224618,575,1,0.39986826411265197,2109.33,Yes,Uttar Pradesh,1,1,0.6,High Risk
57,Female,283275.0,23606,0,751,2,0.0,3605.49,Yes,Maharashtra,0,0,0.09,Low Risk
48,Female,275617.0,22968,144816,639,1,0.52542477423381,1455.62,No,Tamil Nadu,1,1,0.78,High Risk
50,Male,646304.0,53859,341762,696,3,0.528794499183047,3452.73,Yes,Karnataka,0,0,0.05,Low Risk
59,Male,343909.0,28659,41101,684,3,0.11951126606166167,4666.15,Yes,Maharashtra,0,0,0.05,Low Risk
54,Female,974359.0,81197,407805,748,3,0.41853669951219213,9890.86,Yes,Gujarat,0,0,0.05,Low Risk
30,Male,1313189.0,109432,459502,686,3,0.3499130742033325,1706.91,Yes,Maharashtra,0,0,0.04,Low Risk
63,Female,1003006.0,83584,275127,606,2,0.27430244684478455,1894.88,Yes,Maharashtra,1,1,0.93,High Risk
22,Male,382011.0,31834,0,844,3,0.0,7546.01,Yes,Gujarat,0,0,0.02,Low Risk
27,Male,671874.0,55990,148797,621,3,0.22146563194884755,1296.28,Yes,Tamil Nadu,1,1,0.86,High Risk
42,Female,647945.0,53995,0,707,4,0.0,2158.64,No,Uttar Pradesh,0,0,0.05,Low Risk
70,Male,564062.0,47005,207607,802,1,0.36805705755750256,2474.73,Yes,West Bengal,0,0,0.11,Low Risk
29,Male,198032.0,16503,37776,816,1,0.19075704936575907,2159.03,Yes,Gujarat,0,0,0.13,Low Risk
42,Female,1074995.0,89583,306677,596,2,0.28528225712677735,10083.66,Yes,Rajasthan,1,1,0.85,High Risk
51,Male,490739.0,40895,111993,825,1,0.2282129604535201,5654.07,Yes,Madhya Pradesh,0,0,0.15,Low Risk
50,Male,653956.0,54496,160208,779,3,0.24498284288239575,7551.23,Yes,Gujarat,0,0,0.08,Low Risk
64,Female,648407.0,54034,224203,569,3,0.34577510730143257,1315.65,No,Gujarat,1,1,0.92,High Risk
53,Female,1423700.0,118642,704839,716,4,0.49507550748050855,1312.3,Yes,Delhi,0,0,0.03,Low Risk
48,Male,150000.0,12500,35806,621,1,0.23870666666666668,3056.57,No,Madhya Pradesh,1,1,0.8,High Risk
36,Female,898109.0,74842,516335,625,3,0.5749135127250701,1889.96,No,Telangana,1,1,0.97,High Risk
49,Female,872577.0,72715,412082,735,5,0.47225860869585146,6236.73,No,Karnataka,0,0,0.04,Low Risk
19,Male,512116.0,42676,0,663,1,0.0,3538.23,Yes,Telangana,0,0,0.07,Low Risk
40,Female,574511.0,47876,0,708,3,0.0,3106.9,Yes,Gujarat,0,0,0.1,Low Risk
54,Female,681849.0,56821,238812,651,5,0.35024176907203797,1205.75,Yes,Karnataka,0,0,0.03,Low Risk
66,Male,715579.0,59632,261789,660,3,0.3658422061016324,3309.37,Yes,Gujarat,0,0,0.06,Low Risk
56,Male,406083.0,33840,0,768,3,0.0,1590.01,Yes,Maharashtra,0,0,0.04,Low Risk
60,Male,485579.0,40465,127800,687,2,0.26319095348027816,810.64,Yes,Rajasthan,0,0,0.05,Low Risk
57,Male,753758.0,62813,22254,764,3,0.029524064752878245,2116.19,Yes,Maharashtra,0,0,0.02,Low Risk
35,Male,162339.0,13528,0,727,1,0.0,1417.56,Yes,Delhi,0,0,0.04,Low Risk
47,Female,392124.0,32677,0,712,1,0.0,3709.83,Yes,Rajasthan,0,0,0.02,Low Risk
50,Female,471973.0,39331,128855,638,2,0.27301349865352464,6059.73,Yes,Madhya Pradesh,1,1,0.81,High Risk
49,Female,356848.0,29737,0,768,3,0.0,1009.17,Yes,Madhya Pradesh,0,0,0.02,Low Risk
34,Male,658756.0,54896,0,606,3,0.0,5026.6,Yes,Uttar Pradesh,1,1,0.94,High Risk
42,Female,893154.0,74430,0,743,5,0.0,2544.29,Yes,Gujarat,0,0,0.06,Low Risk
69,Male,1088120.0,90677,331320,558,4,0.3044884755357865,4408.94,Yes,Maharashtra,1,1,0.92,High Risk
65,Female,1041853.0,86821,0,661,5,0.0,4239.51,Yes,Bihar,0,0,0.01,Low Risk
49,Female,355884.0,29657,48220,721,2,0.13549358779827134,1597.43,Yes,Madhya Pradesh,0,0,0.03,Low Risk
21,Female,738315.0,61526,60082,646,4,0.08137718995279793,2856.19,No,Gujarat,1,1,0.78,High Risk
26,Male,1111083.0,92590,0,802,4,0.0,5247.35,Yes,Delhi,0,0,0.09,Low Risk
47,Male,1309563.0,109130,109135,582,4,0.08333696049750948,3259.86,No,Maharashtra,1,1,0.76,High Risk
49,Female,306965.0,25580,0,759,1,0.0,337.6,Yes,West Bengal,0,0,0.1,Low Risk
65,Male,1002108.0,83509,786195,622,5,0.7845411871774299,3458.03,No,Rajasthan,1,1,0.81,High Risk
67,Female,575443.0,47954,0,578,2,0.0,4452.51,Yes,Gujarat,1,1,0.73,High Risk
45,Male,495358.0,41280,0,744,3,0.0,2447.56,Yes,Maharashtra,0,0,0.21,Low Risk
57,Female,1454482.0,121207,409118,639,5,0.2812808958790827,2037.01,Yes,Gujarat,1,1,0.99,High Risk
56,Female,537524.0,44794,0,858,1,0.0,936.5,Yes,Telangana,0,0,0.09,Low Risk
30,Female,319819.0,26652,78290,721,2,0.2447947120089801,2212.08,No,Madhya Pradesh,0,0,0.0,Low Risk
24,Male,949091.0,79091,422263,700,4,0.44491307998916857,4391.47,No,Telangana,0,0,0.04,Low Risk
31,Female,896601.0,74717,191227,785,5,0.21327993165298723,5489.9,No,Madhya Pradesh,0,0,0.02,Low Risk
31,Male,331683.0,27640,9822,716,1,0.029612612042221036,3809.51,Yes,Rajasthan,0,0,0.04,Low Risk
24,Male,694942.0,57912,366078,629,5,0.526774896322283,2644.23,Yes,Delhi,1,1,0.99,High Risk
41,Female,655512.0,54626,0,744,4,0.0,2971.99,Yes,Maharashtra,0,0,0.11,Low Risk
37,Male,192117.0,16010,14714,763,1,0.07658874539993858,1012.27,Yes,West Bengal,0,0,0.03,Low Risk
36,Male,502082.0,41840,0,658,1,0.0,3946.76,No,Uttar Pradesh,0,0,0.09,Low Risk
20,Female,293890.0,24491,28873,731,2,0.09824424104256695,1271.48,No,Tamil Nadu,0,0,0.06,Low Risk
52,Female,1565041.0,130420,0,760,3,0.0,1120.64,Yes,Maharashtra,0,0,0.04,Low Risk
19,Female,622844.0,51904,367330,613,4,0.589762444528646,414.29,Yes,Bihar,1,1,0.96,High Risk
20,Female,483236.0,40270,159755,688,3,0.330594161031049,3707.78,Yes,Bihar,0,0,0.01,Low Risk
52,Female,683906.0,56992,239110,673,4,0.34962407114428007,2569.42,Yes,Madhya Pradesh,0,0,0.2,Low Risk
32,Female,838859.0,69905,97384,604,2,0.11609102364044493,1673.18,Yes,Maharashtra,1,1,0.93,High Risk
29,Female,344886.0,28740,0,613,2,0.0,1359.94,Yes,Maharashtra,1,1,0.86,High Risk
43,Female,391332.0,32611,0,687,2,0.0,3276.3,Yes,Gujarat,0,0,0.01,Low Risk
30,Male,742868.0,61906,0,781,5,0.0,3302.58,No,Bihar,0,0,0.0,Low Risk
33,Male,695927.0,57994,115622,844,3,0.1661409889255626,5117.02,No,West Bengal,0,0,0.04,Low Risk
37,Female,1444279.0,120357,588376,723,5,0.4073838918934638,1273.59,Yes,Gujarat,0,0,0.05,Low Risk
55,Female,260375.0,21698,0,718,3,0.0,6821.13,Yes,Gujarat,0,0,0.07,Low Risk
63,Male,771056.0,64255,161603,695,5,0.20958659293229026,4183.51,Yes,Telangana,0,0,0.0,Low Risk
64,Female,438115.0,36510,0,559,1,0.0,2072.06,Yes,Karnataka,1,1,0.66,High Risk
50,Male,370811.0,30901,0,770,3,0.0,1796.52,No,Madhya Pradesh,0,0,0.12,Low Risk
48,Female,905643.0,75470,104307,849,2,0.11517452241114877,1313.19,Yes,Uttar Pradesh,0,0,0.04,Low Risk
54,Female,436879.0,36407,0,618,2,0.0,2128.34,Yes,Delhi,1,1,0.75,High Risk
19,Male,510292.0,42524,71754,768,1,0.14061360946281737,4465.58,No,Delhi,0,0,0.05,Low Risk
50,Female,672715.0,56060,0,678,3,0.0,3610.98,Yes,Bihar,0,0,0.01,Low Risk
50,Other,586270.0,48856,0,778,2,0.0,7900.81,Yes,Maharashtra,0,0,0.04,Low Risk
63,Female,838114.0,69843,0,595,4,0.0,1313.86,Yes,Maharashtra,1,1,0.89,High Risk
52,Female,795899.0,66325,167771,716,2,0.21079433445701024,2301.84,Yes,Uttar Pradesh,0,0,0.1,Low Risk
36,Male,324889.0,27074,216169,637,2,0.6653626315449277,2869.86,No,Gujarat,1,1,0.91,High Risk
70,Male,454054.0,37838,156432,618,3,0.3445228981574879,3110.38,Yes,Madhya Pradesh,1,1,0.72,High Risk
69,Female,596661.0,49722,0,761,2,0.0,6770.48,Yes,Bihar,0,0,0.02,Low Risk
51,Female,1603837.0,133653,503064,775,3,0.31366279740397557,2265.33,Yes,Maharashtra,0,0,0.11,Low Risk
39,Male,887289.0,73941,329448,752,4,0.37129728870751244,3603.22,Yes,Karnataka,0,0,0.11,Low Risk
44,Female,464751.0,38729,39506,666,3,0.0850046584084811,3431.23,Yes,Maharashtra,0,0,0.01,Low Risk
54,Male,636662.0,53055,19884,668,3,0.03123164253559974,648.47,Yes,Maharashtra,0,0,0.04,Low Risk
31,Female,1065828.0,88819,0,806,5,0.0,3002.44,Yes,Gujarat,0,0,0.04,Low Risk
28,Female,610926.0,50910,173875,584,3,0.2846089379073734,1347.42,Yes,Madhya Pradesh,1,1,0.58,High Risk
36,Female,347895.0,28991,31067,852,2,0.08929993245088316,2737.84,Yes,Bihar,0,0,0.0,Low Risk
48,Female,639644.0,53304,0,850,5,0.0,2585.19,No,Delhi,0,0,0.03,Low Risk
38,Female,668019.0,55668,0,678,4,0.0,1600.25,Yes,Bihar,0,0,0.0,Low Risk
22,Male,329383.0,27449,44511,635,1,0.13513447870715853,1397.78,No,Maharashtra,1,1,0.52,High Risk
57,Female,758835.0,63236,194236,771,4,0.2559660532263272,5189.09,Yes,Bihar,0,0,0.07,Low Risk
58,Male,520283.0,43357,0,736,1,0.0,2933.54,No,Telangana,0,0,0.19,Low Risk
51,Female,1603837.0,133653,503064,775,3,0.31366279740397557,1281.89,No,Karnataka,0,0,0.2,Low Risk
23,Female,815211.0,67934,426204,872,2,0.5228143388644167,6875.2,No,Bihar,0,0,0.15,Low Risk
38,Male,1080950.0,90079,477468,699,3,0.4417114575142236,4513.78,No,Gujarat,0,0,0.03,Low Risk
67,Female,548682.0,45724,0,677,3,0.0,1703.34,Yes,Uttar Pradesh,0,0,0.05,Low Risk
